time, HR per minute
5:23:40.34960937500000000000 ,41
5:23:41.05078125000000000000 ,42
5:23:41.75000000000000000000 ,42
5:23:42.44531250000000000000 ,41
5:23:43.13085937500000000000 ,41
5:23:43.82031250000000000000 ,41
5:23:44.50976562500000000000 ,41
5:23:45.19531250000000000000 ,41
5:23:45.86914062500000000000 ,40
5:23:46.55078125000000000000 ,40
5:23:47.22460937500000000000 ,40
5:23:47.88476562500000000000 ,39
5:23:48.53906250000000000000 ,39
5:23:49.19531250000000000000 ,39
5:23:49.85546875000000000000 ,39
5:23:50.51953125000000000000 ,39
5:23:51.18554687500000000000 ,39
5:23:51.84960937500000000000 ,39
5:23:52.53515625000000000000 ,41
5:23:53.22070312500000000000 ,41
5:23:53.90429687500000000000 ,41
5:23:54.57421875000000000000 ,40
5:23:55.25000000000000000000 ,40
5:23:55.92968750000000000000 ,40
5:23:56.59960937500000000000 ,40
5:23:57.25585937500000000000 ,39
5:23:57.91992187500000000000 ,39
5:23:58.58984375000000000000 ,40
5:23:59.25976562500000000000 ,40
5:23:59.92578125000000000000 ,39
5:24:0.57421875000000000000 ,39
5:24:1.23437500000000000000 ,39
5:24:1.89453125000000000000 ,39
5:24:2.53906250000000000000 ,38
5:24:3.17578125000000000000 ,38
5:24:3.81054687500000000000 ,38
5:24:4.44531250000000000000 ,38
5:24:5.07421875000000000000 ,37
5:24:5.72070312500000000000 ,38
5:24:6.35546875000000000000 ,38
5:24:6.99023437500000000000 ,38
5:24:7.62500000000000000000 ,38
5:24:8.25976562500000000000 ,38
5:24:8.89062500000000000000 ,37
5:24:9.51562500000000000000 ,37
5:24:10.14453125000000000000 ,37
5:24:10.77929687500000000000 ,38
5:24:11.42578125000000000000 ,38
5:24:12.06445312500000000000 ,38
5:24:12.72070312500000000000 ,39
5:24:13.40039062500000000000 ,40
5:24:14.10546875000000000000 ,42
5:24:14.83593750000000000000 ,43
5:24:15.56054687500000000000 ,43
5:24:16.26953125000000000000 ,42
5:24:16.97460937500000000000 ,42
5:24:17.67578125000000000000 ,42
5:24:18.34570312500000000000 ,40
5:24:19.00585937500000000000 ,39
5:24:19.63476562500000000000 ,37
5:24:20.26562500000000000000 ,37
5:24:20.91992187500000000000 ,39
5:24:21.57421875000000000000 ,39
5:24:22.22460937500000000000 ,39
5:24:22.89062500000000000000 ,39
5:24:23.55078125000000000000 ,39
5:24:24.22070312500000000000 ,40
5:24:24.87500000000000000000 ,39
5:24:25.54492187500000000000 ,40
5:24:26.19531250000000000000 ,39
5:24:26.85546875000000000000 ,39
5:24:27.50976562500000000000 ,39
5:24:28.16406250000000000000 ,39
5:24:28.82421875000000000000 ,39
5:24:29.47460937500000000000 ,39
5:24:30.11914062500000000000 ,38
5:24:30.75976562500000000000 ,38
5:24:31.40429687500000000000 ,38
5:24:32.05078125000000000000 ,38
5:24:32.71484375000000000000 ,39
5:24:33.40429687500000000000 ,41
5:24:34.10937500000000000000 ,42
5:24:34.82031250000000000000 ,42
5:24:35.52539062500000000000 ,42
5:24:36.22460937500000000000 ,42
5:24:36.89453125000000000000 ,40
5:24:37.55078125000000000000 ,39
5:24:38.20507812500000000000 ,39
5:24:38.85937500000000000000 ,39
5:24:39.53515625000000000000 ,40
5:24:40.21093750000000000000 ,40
5:24:40.88476562500000000000 ,40
5:24:41.54492187500000000000 ,39
5:24:42.21093750000000000000 ,39
5:24:42.88085937500000000000 ,40
5:24:43.55078125000000000000 ,40
5:24:44.21093750000000000000 ,39
5:24:44.86914062500000000000 ,39
5:24:45.53515625000000000000 ,39
5:24:46.18945312500000000000 ,39
5:24:46.84570312500000000000 ,39
5:24:47.48437500000000000000 ,38
5:24:48.13476562500000000000 ,39
5:24:48.78515625000000000000 ,39
5:24:49.43554687500000000000 ,39
5:24:50.10546875000000000000 ,40
5:24:50.82031250000000000000 ,42
5:24:51.54492187500000000000 ,43
5:24:52.26953125000000000000 ,43
5:24:52.99414062500000000000 ,43
5:24:53.71093750000000000000 ,42
5:24:54.41406250000000000000 ,42
5:24:55.10546875000000000000 ,41
5:24:55.77929687500000000000 ,40
5:24:56.44531250000000000000 ,39
5:24:57.09960937500000000000 ,39
5:24:57.74414062500000000000 ,38
5:24:58.37500000000000000000 ,37
5:24:59.00976562500000000000 ,38
5:24:59.63476562500000000000 ,37
5:25:0.29492187500000000000 ,39
5:25:0.97460937500000000000 ,40
5:25:1.67578125000000000000 ,42
5:25:2.39062500000000000000 ,42
5:25:3.10937500000000000000 ,43
5:25:3.81054687500000000000 ,42
5:25:4.48437500000000000000 ,40
5:25:5.14453125000000000000 ,39
5:25:5.79492187500000000000 ,39
5:25:6.44531250000000000000 ,39
5:25:7.09960937500000000000 ,39
5:25:7.75585937500000000000 ,39
5:25:8.42968750000000000000 ,40
5:25:9.11914062500000000000 ,41
5:25:9.83007812500000000000 ,42
5:25:10.51953125000000000000 ,41
5:25:11.21484375000000000000 ,41
5:25:11.90429687500000000000 ,41
5:25:12.60546875000000000000 ,42
5:25:13.28515625000000000000 ,40
5:25:13.96484375000000000000 ,40
5:25:14.64453125000000000000 ,40
5:25:15.33593750000000000000 ,41
5:25:16.01562500000000000000 ,40
5:25:16.68945312500000000000 ,40
5:25:17.36523437500000000000 ,40
5:25:18.05078125000000000000 ,41
5:25:18.72070312500000000000 ,40
5:25:19.38476562500000000000 ,39
5:25:20.05468750000000000000 ,40
5:25:20.72070312500000000000 ,39
5:25:21.38085937500000000000 ,39
5:25:22.01953125000000000000 ,38
5:25:22.66015625000000000000 ,38
5:25:23.30078125000000000000 ,38
5:25:23.93945312500000000000 ,38
5:25:24.57031250000000000000 ,37
5:25:25.19921875000000000000 ,37
5:25:25.83593750000000000000 ,38
5:25:26.47070312500000000000 ,38
5:25:27.09960937500000000000 ,37
5:25:27.74023437500000000000 ,38
5:25:28.38085937500000000000 ,38
5:25:29.02539062500000000000 ,38
5:25:29.67578125000000000000 ,39
5:25:30.32031250000000000000 ,38
5:25:30.96093750000000000000 ,38
5:25:31.59960937500000000000 ,38
5:25:32.23437500000000000000 ,38
5:25:32.85546875000000000000 ,37
5:25:33.47070312500000000000 ,36
5:25:34.08007812500000000000 ,36
5:25:34.67968750000000000000 ,36
5:25:35.27929687500000000000 ,36
5:25:35.89453125000000000000 ,36
5:25:36.52929687500000000000 ,38
5:25:37.18554687500000000000 ,39
5:25:37.86523437500000000000 ,40
5:25:38.58984375000000000000 ,43
5:25:39.32421875000000000000 ,44
5:25:40.07421875000000000000 ,45
5:25:40.82031250000000000000 ,44
5:25:41.55468750000000000000 ,44
5:25:42.26562500000000000000 ,42
5:25:42.94921875000000000000 ,41
5:25:43.63476562500000000000 ,41
5:25:44.31054687500000000000 ,40
5:25:44.98046875000000000000 ,40
5:25:45.65429687500000000000 ,40
5:25:46.33007812500000000000 ,40
5:25:47.00585937500000000000 ,40
5:25:47.67968750000000000000 ,40
5:25:48.34960937500000000000 ,40
5:25:49.02929687500000000000 ,40
5:25:49.71093750000000000000 ,40
5:25:50.39453125000000000000 ,41
5:25:51.07421875000000000000 ,40
5:25:51.75000000000000000000 ,40
5:25:52.42968750000000000000 ,40
5:25:53.10937500000000000000 ,40
5:25:53.78906250000000000000 ,40
5:25:54.47460937500000000000 ,41
5:25:55.15429687500000000000 ,40
5:25:55.82031250000000000000 ,39
5:25:56.49023437500000000000 ,40
5:25:57.15039062500000000000 ,39
5:25:57.80468750000000000000 ,39
5:25:58.43945312500000000000 ,38
5:25:59.08593750000000000000 ,38
5:25:59.73437500000000000000 ,39
5:26:0.39062500000000000000 ,39
5:26:1.06445312500000000000 ,40
5:26:1.75976562500000000000 ,41
5:26:2.45507812500000000000 ,41
5:26:3.15039062500000000000 ,41
5:26:3.84960937500000000000 ,42
5:26:4.53906250000000000000 ,41
5:26:5.22460937500000000000 ,41
5:26:5.89062500000000000000 ,39
5:26:6.54492187500000000000 ,39
5:26:7.21093750000000000000 ,39
5:26:7.86914062500000000000 ,39
5:26:8.53515625000000000000 ,39
5:26:9.21093750000000000000 ,40
5:26:9.90039062500000000000 ,41
5:26:10.58984375000000000000 ,41
5:26:11.28906250000000000000 ,42
5:26:11.98046875000000000000 ,41
5:26:12.65429687500000000000 ,40
5:26:13.30468750000000000000 ,39
5:26:13.94531250000000000000 ,38
5:26:14.58593750000000000000 ,38
5:26:15.21093750000000000000 ,37
5:26:15.82031250000000000000 ,36
5:26:16.42968750000000000000 ,36
5:26:17.03515625000000000000 ,36
5:26:17.66015625000000000000 ,37
5:26:18.29492187500000000000 ,38
5:26:18.93554687500000000000 ,38
5:26:19.58593750000000000000 ,39
5:26:20.23046875000000000000 ,38
5:26:20.87500000000000000000 ,38
5:26:21.50585937500000000000 ,37
5:26:22.12500000000000000000 ,37
5:26:22.75000000000000000000 ,37
5:26:23.36914062500000000000 ,37
5:26:23.98437500000000000000 ,36
5:26:24.58593750000000000000 ,36
5:26:25.18554687500000000000 ,36
5:26:25.78515625000000000000 ,36
5:26:26.37500000000000000000 ,35
5:26:26.97070312500000000000 ,35
5:26:27.58593750000000000000 ,36
5:26:28.23046875000000000000 ,38
5:26:28.93945312500000000000 ,42
5:26:29.67578125000000000000 ,44
5:26:30.46093750000000000000 ,47
5:26:31.27539062500000000000 ,48
5:26:32.09570312500000000000 ,49
5:26:32.86523437500000000000 ,46
5:26:33.64453125000000000000 ,46
5:26:34.41015625000000000000 ,45
5:26:35.14062500000000000000 ,43
5:26:35.86914062500000000000 ,43
5:26:36.58007812500000000000 ,42
5:26:37.26953125000000000000 ,41
5:26:37.94531250000000000000 ,40
5:26:38.63476562500000000000 ,41
5:26:39.31445312500000000000 ,40
5:26:40.00976562500000000000 ,41
5:26:40.68554687500000000000 ,40
5:26:41.34960937500000000000 ,39
5:26:42.01562500000000000000 ,39
5:26:42.69531250000000000000 ,40
5:26:43.36914062500000000000 ,40
5:26:44.04492187500000000000 ,40
5:26:44.73046875000000000000 ,41
5:26:45.41992187500000000000 ,41
5:26:46.12500000000000000000 ,42
5:26:46.82421875000000000000 ,42
5:26:47.53906250000000000000 ,42
5:26:48.27929687500000000000 ,44
5:26:49.02929687500000000000 ,45
5:26:49.75585937500000000000 ,43
5:26:50.49414062500000000000 ,44
5:26:51.21093750000000000000 ,42
5:26:51.91992187500000000000 ,42
5:26:52.59960937500000000000 ,40
5:26:53.30078125000000000000 ,42
5:26:53.98437500000000000000 ,41
5:26:54.65429687500000000000 ,40
5:26:55.30468750000000000000 ,39
5:26:55.97460937500000000000 ,40
5:26:56.63476562500000000000 ,39
5:26:57.28906250000000000000 ,39
5:26:57.95507812500000000000 ,39
5:26:58.60937500000000000000 ,39
5:26:59.25976562500000000000 ,39
5:26:59.89062500000000000000 ,37
5:27:0.51562500000000000000 ,37
5:27:1.14062500000000000000 ,37
5:27:1.75000000000000000000 ,36
5:27:2.37500000000000000000 ,37
5:27:3.03515625000000000000 ,39
5:27:3.75000000000000000000 ,42
5:27:4.48437500000000000000 ,44
5:27:5.23046875000000000000 ,44
5:27:6.01562500000000000000 ,47
5:27:6.75585937500000000000 ,44
5:27:7.49414062500000000000 ,44
5:27:8.21093750000000000000 ,42
5:27:8.92578125000000000000 ,42
5:27:9.64453125000000000000 ,43
5:27:10.34960937500000000000 ,42
5:27:11.01953125000000000000 ,40
5:27:11.65039062500000000000 ,37
5:27:12.27929687500000000000 ,37
5:27:12.89062500000000000000 ,36
5:27:13.50585937500000000000 ,36
5:27:14.12500000000000000000 ,37
5:27:14.75976562500000000000 ,38
5:27:15.41992187500000000000 ,39
5:27:16.07031250000000000000 ,39
5:27:16.74414062500000000000 ,40
5:27:17.42968750000000000000 ,41
5:27:18.14062500000000000000 ,42
5:27:18.85546875000000000000 ,42
5:27:19.58593750000000000000 ,43
5:27:20.30468750000000000000 ,43
5:27:21.01953125000000000000 ,42
5:27:21.71093750000000000000 ,41
5:27:22.38476562500000000000 ,40
5:27:23.06054687500000000000 ,40
5:27:23.75976562500000000000 ,42
5:27:24.50976562500000000000 ,45
5:27:25.26953125000000000000 ,45
5:27:26.02539062500000000000 ,45
5:27:26.77929687500000000000 ,45
5:27:27.50976562500000000000 ,43
5:27:28.21484375000000000000 ,42
5:27:28.91015625000000000000 ,41
5:27:29.59570312500000000000 ,41
5:27:30.29492187500000000000 ,42
5:27:30.99414062500000000000 ,42
5:27:31.69921875000000000000 ,42
5:27:32.40039062500000000000 ,42
5:27:33.08007812500000000000 ,40
5:27:33.74414062500000000000 ,39
5:27:34.42578125000000000000 ,40
5:27:35.14453125000000000000 ,43
5:27:35.86914062500000000000 ,43
5:27:36.59960937500000000000 ,43
5:27:37.32031250000000000000 ,43
5:27:38.02539062500000000000 ,42
5:27:38.71484375000000000000 ,41
5:27:39.38085937500000000000 ,39
5:27:40.02929687500000000000 ,39
5:27:40.67578125000000000000 ,38
5:27:41.33007812500000000000 ,39
5:27:42.00000000000000000000 ,40
5:27:42.70507812500000000000 ,42
5:27:43.47070312500000000000 ,45
5:27:44.25000000000000000000 ,46
5:27:45.03515625000000000000 ,47
5:27:45.82031250000000000000 ,47
5:27:46.61914062500000000000 ,48
5:27:47.43945312500000000000 ,49
5:27:48.24414062500000000000 ,48
5:27:48.99023437500000000000 ,44
5:27:49.75000000000000000000 ,45
5:27:50.49414062500000000000 ,44
5:27:51.22460937500000000000 ,43
5:27:51.91015625000000000000 ,41
5:27:52.58007812500000000000 ,40
5:27:53.24414062500000000000 ,39
5:27:53.90429687500000000000 ,39
5:27:54.58007812500000000000 ,40
5:27:55.26953125000000000000 ,41
5:27:55.96484375000000000000 ,41
5:27:56.66406250000000000000 ,42
5:27:57.39062500000000000000 ,43
5:27:58.12500000000000000000 ,44
5:27:58.86914062500000000000 ,44
5:27:59.58593750000000000000 ,42
5:28:0.32031250000000000000 ,44
5:28:1.03515625000000000000 ,42
5:28:1.72460937500000000000 ,41
5:28:2.39453125000000000000 ,40
5:28:3.07421875000000000000 ,40
5:28:3.74414062500000000000 ,40
5:28:4.40039062500000000000 ,39
5:28:5.03906250000000000000 ,38
5:28:5.67968750000000000000 ,38
5:28:6.33007812500000000000 ,39
5:28:6.98437500000000000000 ,39
5:28:7.66015625000000000000 ,40
5:28:8.33007812500000000000 ,40
5:28:9.02929687500000000000 ,42
5:28:9.73046875000000000000 ,42
5:28:10.43554687500000000000 ,42
5:28:11.10546875000000000000 ,40
5:28:11.77929687500000000000 ,40
5:28:12.44531250000000000000 ,39
5:28:13.10546875000000000000 ,39
5:28:13.76562500000000000000 ,39
5:28:14.40429687500000000000 ,38
5:28:15.06445312500000000000 ,39
5:28:15.72460937500000000000 ,39
5:28:16.41992187500000000000 ,41
5:28:17.15039062500000000000 ,43
5:28:17.84960937500000000000 ,42
5:28:18.55468750000000000000 ,42
5:28:19.23437500000000000000 ,40
5:28:19.91992187500000000000 ,41
5:28:20.59570312500000000000 ,40
5:28:21.26562500000000000000 ,40
5:28:21.91992187500000000000 ,39
5:28:22.56054687500000000000 ,38
5:28:23.19921875000000000000 ,38
5:28:23.83984375000000000000 ,38
5:28:24.50976562500000000000 ,40
5:28:25.19531250000000000000 ,41
5:28:25.85937500000000000000 ,39
5:28:26.56054687500000000000 ,42
5:28:27.24414062500000000000 ,41
5:28:27.96093750000000000000 ,42
5:28:28.72460937500000000000 ,45
5:28:29.51953125000000000000 ,47
5:28:30.31054687500000000000 ,47
5:28:31.08007812500000000000 ,46
5:28:31.84960937500000000000 ,46
5:28:32.59570312500000000000 ,44
5:28:33.28515625000000000000 ,41
5:28:33.96484375000000000000 ,40
5:28:34.63085937500000000000 ,39
5:28:35.28515625000000000000 ,39
5:28:35.92968750000000000000 ,38
5:28:36.58593750000000000000 ,39
5:28:37.23437500000000000000 ,39
5:28:37.88085937500000000000 ,38
5:28:38.51562500000000000000 ,38
5:28:39.16015625000000000000 ,38
5:28:39.79492187500000000000 ,38
5:28:40.43554687500000000000 ,38
5:28:41.08007812500000000000 ,38
5:28:41.72460937500000000000 ,38
5:28:42.39453125000000000000 ,40
5:28:43.06054687500000000000 ,39
5:28:43.72070312500000000000 ,39
5:28:44.37500000000000000000 ,39
5:28:45.03515625000000000000 ,39
5:28:45.69921875000000000000 ,39
5:28:46.35546875000000000000 ,39
5:28:47.02539062500000000000 ,40
5:28:47.68554687500000000000 ,39
5:28:48.33984375000000000000 ,39
5:28:48.97460937500000000000 ,38
5:28:49.60546875000000000000 ,37
5:28:50.24023437500000000000 ,38
5:28:50.86523437500000000000 ,37
5:28:51.49023437500000000000 ,37
5:28:52.09570312500000000000 ,36
5:28:52.70507812500000000000 ,36
5:28:53.31445312500000000000 ,36
5:28:53.93554687500000000000 ,37
5:28:54.55468750000000000000 ,37
5:28:55.17968750000000000000 ,37
5:28:55.82421875000000000000 ,38
5:28:56.50000000000000000000 ,40
5:28:57.19531250000000000000 ,41
5:28:57.89453125000000000000 ,42
5:28:58.57421875000000000000 ,40
5:28:59.24023437500000000000 ,39
5:28:59.87500000000000000000 ,38
5:29:0.49414062500000000000 ,37
5:29:1.09570312500000000000 ,36
5:29:1.68554687500000000000 ,35
5:29:2.27539062500000000000 ,35
5:29:2.88476562500000000000 ,36
5:29:3.56445312500000000000 ,40
5:29:4.42578125000000000000 ,51
5:29:5.28906250000000000000 ,51
5:29:6.15429687500000000000 ,51
5:29:7.09960937500000000000 ,56
5:29:8.02539062500000000000 ,55
5:29:8.85937500000000000000 ,50
5:29:9.62500000000000000000 ,45
5:29:10.35937500000000000000 ,44
5:29:11.09960937500000000000 ,44
5:29:11.84570312500000000000 ,44
5:29:12.56445312500000000000 ,43
5:29:13.25976562500000000000 ,41
5:29:13.92968750000000000000 ,40
5:29:14.58984375000000000000 ,39
5:29:15.23046875000000000000 ,38
5:29:15.86523437500000000000 ,38
5:29:16.51562500000000000000 ,39
5:29:17.16015625000000000000 ,38
5:29:17.83007812500000000000 ,40
5:29:18.50976562500000000000 ,40
5:29:19.20507812500000000000 ,41
5:29:19.91406250000000000000 ,42
5:29:20.60546875000000000000 ,41
5:29:21.27539062500000000000 ,40
5:29:21.93945312500000000000 ,39
5:29:22.61523437500000000000 ,40
5:29:23.30078125000000000000 ,41
5:29:24.04492187500000000000 ,44
5:29:24.79492187500000000000 ,45
5:29:25.51562500000000000000 ,43
5:29:26.19921875000000000000 ,41
5:29:26.84570312500000000000 ,38
5:29:27.49023437500000000000 ,38
5:29:28.11523437500000000000 ,37
5:29:28.75585937500000000000 ,38
5:29:29.42578125000000000000 ,40
5:29:30.13476562500000000000 ,42
5:29:30.86914062500000000000 ,44
5:29:31.61523437500000000000 ,44
5:29:32.35937500000000000000 ,44
5:29:33.08984375000000000000 ,43
5:29:33.82421875000000000000 ,44
5:29:34.55468750000000000000 ,43
5:29:35.30468750000000000000 ,45
5:29:36.03906250000000000000 ,44
5:29:36.74023437500000000000 ,42
5:29:37.42578125000000000000 ,41
5:29:38.10546875000000000000 ,40
5:29:38.78906250000000000000 ,41
5:29:39.48046875000000000000 ,41
5:29:40.15039062500000000000 ,40
5:29:40.80468750000000000000 ,39
5:29:41.45507812500000000000 ,39
5:29:42.08984375000000000000 ,38
5:29:42.72460937500000000000 ,38
5:29:43.34960937500000000000 ,37
5:29:43.99023437500000000000 ,38
5:29:44.62500000000000000000 ,38
5:29:45.27929687500000000000 ,39
5:29:45.91992187500000000000 ,38
5:29:46.59960937500000000000 ,40
5:29:47.27929687500000000000 ,40
5:29:47.95507812500000000000 ,40
5:29:48.64453125000000000000 ,41
5:29:49.33593750000000000000 ,41
5:29:50.02539062500000000000 ,41
5:29:50.71093750000000000000 ,41
5:29:51.35937500000000000000 ,39
5:29:52.02539062500000000000 ,39
5:29:52.66992187500000000000 ,38
5:29:53.32031250000000000000 ,39
5:29:53.96093750000000000000 ,38
5:29:54.60937500000000000000 ,39
5:29:55.25976562500000000000 ,39
5:29:55.91015625000000000000 ,39
5:29:56.58984375000000000000 ,40
5:29:57.30078125000000000000 ,42
5:29:58.06054687500000000000 ,45
5:29:58.84570312500000000000 ,47
5:29:59.61523437500000000000 ,46
5:30:0.34570312500000000000 ,43
5:30:1.07421875000000000000 ,43
5:30:1.78906250000000000000 ,42
5:30:2.50000000000000000000 ,42
5:30:3.25585937500000000000 ,45
5:30:4.00585937500000000000 ,45
5:30:4.75585937500000000000 ,45
5:30:5.48046875000000000000 ,43
5:30:6.17968750000000000000 ,42
5:30:6.83984375000000000000 ,39
5:30:7.47460937500000000000 ,38
5:30:8.11523437500000000000 ,38
5:30:8.74023437500000000000 ,37
5:30:9.36914062500000000000 ,37
5:30:10.02539062500000000000 ,39
5:30:10.73437500000000000000 ,42
5:30:11.53906250000000000000 ,48
5:30:12.36523437500000000000 ,49
5:30:13.20507812500000000000 ,50
5:30:14.00976562500000000000 ,48
5:30:14.78906250000000000000 ,46
5:30:15.55468750000000000000 ,45
5:30:16.30078125000000000000 ,44
5:30:17.01562500000000000000 ,42
5:30:17.69921875000000000000 ,41
5:30:19.00000000000000000000 ,78
5:30:19.63085937500000000000 ,37
5:30:20.26953125000000000000 ,38
5:30:20.89453125000000000000 ,37
5:30:21.53906250000000000000 ,38
5:30:22.19921875000000000000 ,39
5:30:22.86914062500000000000 ,40
5:30:23.55078125000000000000 ,40
5:30:24.23437500000000000000 ,41
5:30:24.88476562500000000000 ,39
5:30:25.57031250000000000000 ,41
5:30:26.25000000000000000000 ,40
5:30:26.91406250000000000000 ,39
5:30:27.56054687500000000000 ,38
5:30:28.21484375000000000000 ,39
5:30:28.84960937500000000000 ,38
5:30:29.49023437500000000000 ,38
5:30:30.13085937500000000000 ,38
5:30:30.77929687500000000000 ,39
5:30:31.43554687500000000000 ,39
5:30:32.08593750000000000000 ,39
5:30:32.73437500000000000000 ,39
5:30:33.39062500000000000000 ,39
5:30:34.06054687500000000000 ,40
5:30:34.73046875000000000000 ,40
5:30:35.40039062500000000000 ,40
5:30:36.07421875000000000000 ,40
5:30:36.74414062500000000000 ,40
5:30:37.40039062500000000000 ,39
5:30:38.04492187500000000000 ,38
5:30:38.69531250000000000000 ,39
5:30:39.34570312500000000000 ,39
5:30:40.00585937500000000000 ,39
5:30:40.64062500000000000000 ,38
5:30:41.30468750000000000000 ,39
5:30:41.94921875000000000000 ,38
5:30:42.63085937500000000000 ,40
5:30:43.30078125000000000000 ,40
5:30:43.97070312500000000000 ,40
5:30:44.60937500000000000000 ,38
5:30:45.27929687500000000000 ,40
5:30:45.93554687500000000000 ,39
5:30:46.59570312500000000000 ,39
5:30:47.25000000000000000000 ,39
5:30:47.90429687500000000000 ,39
5:30:48.55468750000000000000 ,39
5:30:49.21484375000000000000 ,39
5:30:49.85937500000000000000 ,38
5:30:50.55078125000000000000 ,41
5:30:51.23437500000000000000 ,41
5:30:51.93945312500000000000 ,42
5:30:52.63085937500000000000 ,41
5:30:53.30078125000000000000 ,40
5:30:53.98046875000000000000 ,40
5:30:54.65429687500000000000 ,40
5:30:55.33593750000000000000 ,40
5:30:56.00585937500000000000 ,40
5:30:56.66015625000000000000 ,39
5:30:57.32031250000000000000 ,39
5:30:57.97070312500000000000 ,39
5:30:58.62500000000000000000 ,39
5:30:59.27539062500000000000 ,39
5:30:59.92578125000000000000 ,39
5:31:0.56054687500000000000 ,38
5:31:1.19921875000000000000 ,38
5:31:1.83007812500000000000 ,37
5:31:2.45507812500000000000 ,37
5:31:3.07031250000000000000 ,36
5:31:3.68945312500000000000 ,37
5:31:4.32421875000000000000 ,38
5:31:4.97460937500000000000 ,39
5:31:5.62500000000000000000 ,39
5:31:6.27929687500000000000 ,39
5:31:6.92968750000000000000 ,39
5:31:7.56445312500000000000 ,38
5:31:8.20507812500000000000 ,38
5:31:8.83984375000000000000 ,38
5:31:9.44921875000000000000 ,36
5:31:10.06054687500000000000 ,36
5:31:10.65039062500000000000 ,35
5:31:11.24414062500000000000 ,35
5:31:11.85937500000000000000 ,36
5:31:12.47460937500000000000 ,36
5:31:13.10546875000000000000 ,37
5:31:13.73046875000000000000 ,37
5:31:14.34570312500000000000 ,36
5:31:14.95507812500000000000 ,36
5:31:15.58007812500000000000 ,37
5:31:16.22070312500000000000 ,38
5:31:16.88085937500000000000 ,39
5:31:17.55468750000000000000 ,40
5:31:18.21484375000000000000 ,39
5:31:18.88476562500000000000 ,40
5:31:19.55078125000000000000 ,39
5:31:20.19531250000000000000 ,38
5:31:20.83007812500000000000 ,38
5:31:21.48046875000000000000 ,39
5:31:22.13476562500000000000 ,39
5:31:22.78906250000000000000 ,39
5:31:23.44921875000000000000 ,39
5:31:24.11914062500000000000 ,40
5:31:24.81054687500000000000 ,41
5:31:25.52539062500000000000 ,42
5:31:26.24414062500000000000 ,43
5:31:27.01562500000000000000 ,46
5:31:27.80468750000000000000 ,47
5:31:28.61523437500000000000 ,48
5:31:29.37500000000000000000 ,45
5:31:30.14062500000000000000 ,45
5:31:30.92968750000000000000 ,47
5:31:31.75585937500000000000 ,49
5:31:32.50976562500000000000 ,45
5:31:33.26562500000000000000 ,45
5:31:34.02539062500000000000 ,45
5:31:34.81445312500000000000 ,47
5:31:35.56054687500000000000 ,44
5:31:36.28515625000000000000 ,43
5:31:37.00000000000000000000 ,42
5:31:37.71093750000000000000 ,42
5:31:38.42968750000000000000 ,43
5:31:39.13476562500000000000 ,42
5:31:39.87500000000000000000 ,44
5:31:40.60937500000000000000 ,44
5:31:41.50585937500000000000 ,53
5:31:42.36914062500000000000 ,51
5:31:43.16406250000000000000 ,47
5:31:43.90429687500000000000 ,44
5:31:44.66015625000000000000 ,45
5:31:45.36523437500000000000 ,42
5:31:46.02539062500000000000 ,39
5:31:46.66992187500000000000 ,38
5:31:47.30468750000000000000 ,38
5:31:47.94531250000000000000 ,38
5:31:48.63476562500000000000 ,41
5:31:49.33984375000000000000 ,42
5:31:50.06054687500000000000 ,43
5:31:50.81054687500000000000 ,45
5:31:51.56445312500000000000 ,45
5:31:52.30078125000000000000 ,44
5:31:53.00585937500000000000 ,42
5:31:53.70507812500000000000 ,42
5:31:54.40429687500000000000 ,42
5:31:55.11523437500000000000 ,42
5:31:55.81054687500000000000 ,41
5:31:56.54492187500000000000 ,44
5:31:57.27929687500000000000 ,44
5:31:58.00976562500000000000 ,43
5:31:58.73046875000000000000 ,43
5:31:59.43554687500000000000 ,42
5:32:0.14453125000000000000 ,42
5:32:0.86523437500000000000 ,43
5:32:1.58007812500000000000 ,42
5:32:2.29492187500000000000 ,42
5:32:3.05078125000000000000 ,45
5:32:3.81054687500000000000 ,45
5:32:4.55468750000000000000 ,44
5:32:5.26562500000000000000 ,42
5:32:5.98046875000000000000 ,42
5:32:6.68945312500000000000 ,42
5:32:7.38085937500000000000 ,41
5:32:8.05468750000000000000 ,40
5:32:8.75000000000000000000 ,41
5:32:9.44921875000000000000 ,42
5:32:10.14453125000000000000 ,41
5:32:10.83984375000000000000 ,41
5:32:11.49414062500000000000 ,39
5:32:12.16406250000000000000 ,40
5:32:12.81445312500000000000 ,39
5:32:13.46484375000000000000 ,39
5:32:14.09960937500000000000 ,38
5:32:14.73437500000000000000 ,38
5:32:15.36914062500000000000 ,38
5:32:16.00000000000000000000 ,37
5:32:16.66015625000000000000 ,39
5:32:17.59570312500000000000 ,56
5:32:18.39062500000000000000 ,47
5:32:19.15039062500000000000 ,45
5:32:19.87500000000000000000 ,43
5:32:20.58593750000000000000 ,42
5:32:21.27539062500000000000 ,41
5:32:21.96093750000000000000 ,41
5:32:22.66992187500000000000 ,42
5:32:23.38085937500000000000 ,42
5:32:24.09570312500000000000 ,42
5:32:24.83984375000000000000 ,44
5:32:25.57421875000000000000 ,44
5:32:26.31445312500000000000 ,44
5:32:27.04492187500000000000 ,43
5:32:27.78515625000000000000 ,44
5:32:28.52539062500000000000 ,44
5:32:29.24414062500000000000 ,43
5:32:29.93945312500000000000 ,41
